"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2005-Q4","4835832300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q1","4840642700000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q2","5029028200000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q3","4959002200000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q4","5010130800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q1","4936399300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q2","5127368000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q3","5066708800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q4","5120551200000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q1","4975730400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q2","5249626000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q3","5123968200000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q4","5092737100000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q1","4634314800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q2","4706890800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q3","4823052400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q4","4990924700000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q1","4842967700000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q2","5045140300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q3","5050199500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q4","5169143400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q1","5022838000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q2","5170733500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q3","5237545400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q4","5368843600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q1","5270945100000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q2","5380528200000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q3","5369752100000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q4","5517801600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q1","5256450300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q2","5473377100000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q3","5425704100000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q4","5567029900000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q1","5386945600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q2","5580039000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q3","5564547100000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q4","5734911300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q1","5542388600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q2","5710754400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q3","5752936500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q4","5862074800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","5634257800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","5839988900000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","5803635300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","5995608700000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","5826517300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","5927581700000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","5872816600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","6082191700000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","5892097500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","6098933400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","6034321600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","6151317900000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","5947648200000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","6038700400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","6006226400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","6089155800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","5862493000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","4813186500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","5518050400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","5876204800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","5710345700000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","5905879600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","5801188800000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","5987417000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","5860241600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","6077556500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","6072325400000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","6262970000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","6082506500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","6276608300000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","6272626200000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","6395468000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","6185757500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","6406398600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","6360504000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","6412560600000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q1","6220320500000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q2","6402037000000",""
"Mexico","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q3","6352871600000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1961-Q1","90980800000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1961-Q2","93284500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1961-Q3","95554500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1961-Q4","96854500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1962-Q1","99431800000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1962-Q2","100222000000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1962-Q3","101503800000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1962-Q4","103495500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1963-Q1","104151800000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1963-Q2","105666500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1963-Q3","106469500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1963-Q4","109801500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1964-Q1","112550300000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1964-Q2","112971800000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1964-Q3","114177500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1964-Q4","114750300000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1965-Q1","118400500000",""
"Canada","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1965-Q2","119484500000",""
