"COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","UNIT","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q4","-184.170887828649","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q1","-84.1409104234112","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q2","-32.4877147589446","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q3","-34.7993722966332","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q4","-9.05393352272994","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q1","48.0004745585866","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q2","57.3165783845375","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q3","22.4871949161856","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q4","-58.646055168833","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q1","7.478218394507885","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q2","-6.768599712634325","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q3","-39.85744103115594","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q4","-79.56542976768327","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","-27.11872068869209","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","-202.8513966283373","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","-120.5066598338602","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","-97.77830224898028","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","25.77142411145747","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","30.06968143040347","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","67.23838071009457","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","136.7667150577519","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q1","116.7465477051256","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q2","37.50085353696239","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q3","18.69691850438035","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q4","3.238166736677646","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","102.263637964386","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","-2.398616011895299","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","25.76752840909862","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","-49.31196476239371","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","63.52640939201582","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","-31.16611164966202","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","81.57354439398694","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","34.18377878859186","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","-19.46292322344172","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","14.90323559736085","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","24.62250355195164","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","-10.75661457762611","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q1","-57.1972004459188","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q2","-136.3332192640069","Millions"
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q1","-297565547.3290308",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q2","-446796991.8731437",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q3","-90676842.75253729",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q4","-629030053.214964",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q1","-618265238.1875498",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q2","-770700113.169506",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q3","-311773526.6455334",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q4","-556062842.013106",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q1","-330503439.800593",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q2","-386513977.0099817",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q3","42305199.75308114",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q4","-476829580.7090503",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q1","-308819687.234334",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q2","-302419116.546495",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q3","101202745.2474953",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q4","-342021787.0201399",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q1","-228696286.1710607",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q2","-320106720.8262902",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q3","201242761.8458394",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q4","-317172059.8338411",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q1","-278610222.4034751",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q2","-291949810.0200459",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q3","235895955.814348",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q4","-303998302.4440863",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q1","-227474178.6044088",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q2","-258459463.2839233",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q3","285766498.8508783",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q4","-311266184.1265754",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q1","-222040745.5979759",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q2","-326301300.2980166",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q3","248054095.8892707",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q4","-270150577.246778",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q1","-193793196.0816503",""
"Montenegro","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q2","-294674227.6647078",""
